True Evidence,Generated Evidence,Hops,Label,Topics,ROUGE-1 F,ROUGE-1 P,ROUGE-1 R,ROUGE-2 F,ROUGE-2 P,ROUGE-2 R,ROUGE-L F,ROUGE-L P,ROUGE-L R
"[Canine follicular dysplasia] Certain breeds, such as the Mexican Hairless Dog and Chinese Crested Dog, are bred specifically for alopecia. [Mexican Hairless Dog] The Xoloitzcuintli ( ; Nahuatl pronunciation: ), or Xolo for short, is a hairless breed of dog, found in toy, miniature, and standard sizes.","[Chinese Crested Dog] The Chinese Crested Dog is a rare breed that is specifically bred for alopecia, a condition where the hair is lost from the body. [Xoloitzcuintli] The Xoloitzcuintli, also known as the Mexican Hairless Dog, is a breed that is specifically bred for alopecia, a condition where the hair is lost from the body.",2,SUPPORTS,"Mexican Hairless Dog, Canine follicular dysplasia",0.4324324276113952,0.5333333333333333,0.36363636363636365,0.14285713790249452,0.15789473684210525,0.13043478260869565,0.37837837355734116,0.4666666666666667,0.3181818181818182
"[SAS Technical Services] The company is owned by the SAS Group and provides technical maintenance of aircraft to airlines in and outside the SAS Group. [SAS Technical Services] It is headquartered at Arlanda outside Stockholm and has 3,600 employees. [SAS Group] Scandinavian Airlines System Aktiebolag (, Nasdaq: SAS , ), trading as SAS Group and SAS AB, is an airline holding company headquartered in the SAS Frösundavik Office Building in Solna Municipality, Sweden. [SAS Group] It also owns the aviation services companies SAS Business Opportunities, SAS Cargo Group, SAS Ground Services, and SAS Technical Services. [SAS Group] SAS Group is partially owned by the governments of Sweden, Denmark, and Norway, with a 21.4%, 14.3%, and 14.3% ownership, respectively.","[SAS Group] SAS Group (IATA: SK, ICAO: SAS, call sign: SAS) is a Swedish airline company that operates in Scandinavia, Europe, and the United States. [Technical aircraft maintenance company] SAS Technical Services is a subsidiary of SAS Group that provides technical aircraft maintenance services to airlines and aircraft operators. [Arlanda, Sweden] Arlanda Airport (IATA: ARN, ICAO: ESSA) is an international airport located in the municipality of Solna, Sweden, approximately 10 kilometers (6.2 miles) north of Stockholm.",2,SUPPORTS,"SAS Technical Services, SAS Group",0.3676470538927336,0.4166666666666667,0.32894736842105265,0.09999999517839529,0.1232876712328767,0.08411214953271028,0.33823528918685125,0.38333333333333336,0.3026315789473684
"[Merrick Boulevard buses] The Q5 and Q85 bus routes constitute a public transit corridor running along Merrick Boulevard in Southeastern Queens, New York City, United States. [Merrick Boulevard buses] The routes run from the Jamaica Center transit hub and business district to Rosedale, with continued service to the Green Acres Mall shopping center in Nassau County. [Green Acres Mall] Green Acres Mall is an indoor shopping mall located in South Valley Stream, New York, off Sunrise Highway in Nassau County right off the border of New York City and the Incorporated Village of Valley Stream (part of the parking lot and stores on the north side of the property are in the Village, while the mall itself is in an unincorporated hamlet of the Town of Hempstead). [Green Acres Mall] The mall has a gross leasable area (GLA) of 1800000 sqft .",[Merrick Boulevard] Merrick Boulevard is a major street in the western part of the Miami metropolitan area. [Gross leasable area] The gross leasable area of the Aventura Mall is 2.4 million square feet. The shopping mall served by the Merrick Boulevard buses has a gross leasable area of 1.8 million square feet.,2,SUPPORTS,"Merrick Boulevard buses, Green Acres Mall",0.25599999589888,0.4444444444444444,0.1797752808988764,0.10344827197251964,0.1956521739130435,0.0703125,0.25599999589888,0.4444444444444444,0.1797752808988764
"[Robert Purcell (virologist)] Robert H. Purcell (born 19 December 1935) is a virologist who, together with Stephen Feinstone and Albert Kapikian, co-identified the Hepatitis A virus (HAV) in 1973. [Hepatitis A] When symptoms occur, they typically last eight weeks and may include nausea, vomiting, diarrhea, jaundice, fever, and abdominal pain.","Robert Purcell discovered the virus that causes the symptoms he listed in 1971. [Robert Purcell] He is a Canadian virologist who made significant contributions to the field of virology, including the discovery of the virus that causes viral gastroenteritis, commonly known as stomach flu. [Viral gastroenteritis] Viral gastroenteritis, commonly known as stomach flu, is a common gastrointestinal infection caused by a variety of viruses, including norovirus and rotavirus. The symptoms of the virus identified by Robert Purcell are nausea, vomiting, diarrhea, jaundice, fever, and abdominal pain. These symptoms can range from mild to severe and can last for several days. Viral gastroenteritis is highly contagious and can spread quickly through close contact with an infected person or by touching contaminated surfaces. It is important to practice good hygiene and seek medical attention if symptoms persist or worsen over time.",2,SUPPORTS,"Robert Purcell (virologist), Hepatitis A",0.2739725983739914,0.20202020202020202,0.425531914893617,0.0914285673965716,0.06349206349206349,0.16326530612244897,0.24657533810001883,0.18181818181818182,0.3829787234042553
"[Rock (Nominees) Ltd v RCO Holdings Ltd] RCO itself was in the cleaning, catering and security porterage business. [ISS A/S] ISS services include: cleaning services, support services, property services, catering services, security services and facility management services.","[Rock Nominees Ltd] Rock Nominees Ltd is a company that provides cleaning, catering, and security services. [Integrated Service Solutions] Integrated Service Solutions (ISS A/S) is a Danish company that provides cleaning, catering, and security services.",2,SUPPORTS,"ISS A/S, Rock (Nominees) Ltd v RCO Holdings Ltd",0.27450979896962713,0.30434782608695654,0.25,0.06451612416233128,0.07692307692307693,0.05555555555555555,0.23529411269511738,0.2608695652173913,0.21428571428571427
"[Both Sides Now (Joni Mitchell album)] The album won two Grammy awards in 2001 for Best Traditional Pop Vocal Album and Best Instrumental Arrangement Accompanying Vocalist(s) for the song ""Both Sides, Now"". [Both Sides, Now] ""Both Sides, Now"" is a song by Joni Mitchell, and one of her best-known songs. [Both Sides, Now] She re-recorded the song in a lusher, orchestrated version for her 2000 album ""Both Sides Now""; this version was subsequently featured on the soundtrack to the 2003 film ""Love Actually"" and was performed by Sara Bareilles during the 89th Academy Awards' ""In Memoriam"" homage.","[Love Actually] Love Actually (2003) is a romantic comedy film directed by Richard Curtis, written by Richard Curtis and screenplay co-written with Paul Rudd. [Joni Mitchell] Joni Mitchell (born Roberta Joan Anderson; November 7, 1943) is a Canadian singer-songwriter and musician. [Grammy awards] The 50th Annual Grammy Awards ceremony honored the best in music from the previous year, which was held on February 27, 2008, at the Nokia Theatre in Los Angeles, California. [Album named after the Joni Mitchell song] The album, ""Love Actually: Original Motion Picture Soundtrack,"" won two Grammy awards in 2005, for Best Compilation Soundtrack for Visual Media and Best Song Written for a Motion Picture, for the song ""Christmas Is All Around"" by Mariah Carey.",2,SUPPORTS,"Both Sides, Now, Both Sides Now (Joni Mitchell album)",0.24242423755812684,0.20833333333333334,0.2898550724637681,0.08737863584456622,0.0782608695652174,0.0989010989010989,0.2060606011944905,0.17708333333333334,0.2463768115942029
"[Texas A&amp;M Aggies football] The Texas A&M Aggies football program represents Texas A&M University in the sport of American football. [Texas A&amp;M Aggies football] Kevin Sumlin is currently the team's head coach. [Kevin Sumlin] Previously, Sumlin was the head football coach at the University of Houston from 2007 to 2011.","[Kevin Sumlin] Kevin Sumlin (born December 14, 1964) is an American football coach who is the current head coach of the Texas A&M Aggies football team. [University of Houston] The University of Houston is a public research university located in Houston, Texas.",2,SUPPORTS,"Texas A&amp;M Aggies football, Kevin Sumlin",0.5373134278369348,0.5294117647058824,0.5454545454545454,0.23255813454570048,0.24390243902439024,0.2222222222222222,0.3880596964936512,0.38235294117647056,0.3939393939393939
"[The Daily Howler] The Daily Howler is an American political blog written by Bob Somerby. [The Daily Howler] Despite being left of center in his politics, Somerby mainly critiques liberals in the U.S. mainstream media who he feels do poor journalism, such as Rachel Maddow and Keith Olbermann, both of MSNBC. [Rachel Maddow] Rachel Anne Maddow ( , ; born April 1, 1973) is an American television host, political commentator, and author.","[The Daily Howler] The Daily Howler is a political blog that critiques media bias and misinformation. [Anne Gearan] Anne Gearan is a national security reporter for MSNBC and NBC News, and has been a journalist for over 20 years.",2,SUPPORTS,"Rachel Maddow, The Daily Howler",0.28571428115445,0.40625,0.22033898305084745,0.13333332876916112,0.1891891891891892,0.10294117647058823,0.28571428115445,0.40625,0.22033898305084745
"[Madonna (entertainer)] Madonna Louise Ciccone ( ; born August 16, 1958) is an American singer, songwriter, actress, and businesswoman. [William Friedkin] William Friedkin (born August 29, 1935) is an American film director, producer and screenwriter best known for directing ""The French Connection"" in 1971 and ""The Exorcist"" in 1973; for the former, he won the Academy Award for Best Director.","[Madonna] Madonna is an American singer, songwriter, actress, and entrepreneur. [William Friedkin] William Friedkin is an American film director, producer, and screenwriter. He is best known for directing the thriller The Exorcist (1973), and the crime drama The French Connection (1971).",2,SUPPORTS,"Madonna (entertainer), William Friedkin",0.5121951171415825,0.6363636363636364,0.42857142857142855,0.31578946888421056,0.39473684210526316,0.2631578947368421,0.4878048732391435,0.6060606060606061,0.40816326530612246
"[Shenandoah Valley Regional Airport] Shenandoah Valley Regional Airport (IATA: SHD, ICAO: KSHD, FAA LID: SHD) is a public airport located 10 nautical miles (12 mi, 19 km) northeast of the central business district of Staunton, a city in Augusta County, Virginia, United States. [Santa Barbara Municipal Airport] Santa Barbara Municipal Airport (IATA: SBA, ICAO: KSBA, FAA LID: SBA) is a public airport 7 mi west of downtown Santa Barbara, California, United States.","[Shenandoah Valley Regional Airport] Shenandoah Valley Regional Airport (IATA: SHD, ICAO: KSHD, FAA LID: SHD) is a public airport located three nautical miles (5.6 km) north of the central business district of Staunton, a city in Staunton City, Virginia, United States. [Santa Barbara Municipal Airport] Santa Barbara Municipal Airport (IATA: SBA, ICAO: KSBA, FAA LID: SBA) is a public airport located three nautical miles (5.6 km) north of downtown Santa Barbara, in Santa Barbara County, California, United States.",2,SUPPORTS,"Shenandoah Valley Regional Airport, Santa Barbara Municipal Airport",0.8514851435192627,0.8775510204081632,0.8269230769230769,0.758064511130333,0.7704918032786885,0.746031746031746,0.8514851435192627,0.8775510204081632,0.8269230769230769
