True Evidence,Generated Evidence,Hops,Label,Topics,bleu_score
"[Collective for Living Cinema] The Collective for Living Cinema was an outpost of avant-garde cinema located on White Street in Lower Manhattan in the United States of America. [Dziga Vertov] Dziga Vertov (Russian: Дзига Вертов ; born David Abelevich Kaufman, Russian: Дави́д А́белевич Ка́уфман , and also known as Denis Kaufman; 2 January 1896 – 12 February 1954) was a Soviet pioneer documentary film and newsreel director, as well as a cinema theorist. [Made in Texas] In October 1981, director Jonathan Demme presented the Made in Texas - New Films From Austin series at the Collective for Living Cinema in New York City. [Italian futurism in cinema] It influenced Russian Futurist cinema (Lev Kuleshov, Dziga Vertov, Sergei Eisenstein, Vsevolod Pudovkin, Aleksandr Dovzhenko) and German Expressionism.","0 [Jonathan Demme] Jonathan Demme (February 22, 1944 - April 26, 2017) was an American film director, producer, screenwriter, and musician. [Denis Kaufman] Denis John ""Dennis"" Kaufman (February 26, 1943 - September 16, 2018) was a British filmmaker, known for his work in the horror and science fiction genres. Kaufman was a key figure in the development of the British horror film industry in the 1960s and 1970s. He was a pioneer of the ""video nasty"" genre, which was a term used to describe controversial and shocking films that were often banned or censored. Kaufman's work was influenced by Italian futurism in cinema, and he was known for pushing the boundaries of what was considered acceptable in terms of violence, sex, and social commentary in his films.",4,REFUTES,"Collective for Living Cinema, Made in Texas, Italian futurism in cinema, Dziga Vertov",0.04347238388406434
"[Reno–Tahoe International Airport] Reno–Tahoe International Airport (IATA: RNO, ICAO: KRNO, FAA LID: RNO) is a public and military use airport located three nautical miles (6 km) southeast of downtown Reno, in Washoe County, Nevada. [Reno–Tahoe International Airport] It is the state's second busiest commercial airport after McCarran International Airport in Las Vegas. [Reno–Tahoe International Airport] It is named after Jesse L. Reno and Lake Tahoe. [Jesse L. Reno] Jesse Lee Reno (April 20, 1823 – September 14, 1862) was a career United States Army officer who served in the Mexican–American War, the Utah War, the western frontier, and as a Union General during the American Civil War. [Fort Reno (Oklahoma)] It is named for General Jesse L. Reno, who died at the Battle of South Mountain in the American Civil War. [Frank A. Keating] Major General Frank Augustus Keating (February 4, 1895 – April 28, 1973) was a career officer of the United States Army who commanded the 102nd Infantry Division during World War II, was Governor of the U.S. Zone of Germany, and was Chief U.S. Military Advisor to Korea.","Frank A. Keating served as the administrator of the Federal Aviation Administration (FAA) from 1977 to 1980. [Frank A. Keating] Frank A. Keating is a retired Air Force major general and former administrator of the Federal Aviation Administration (FAA). [Frank A. Keating] He was appointed by President Gerald Ford in 1977 and served until 1980. [Fort Reno] Fort Reno is a former United States Army post located in Oklahoma County, Oklahoma, established in 1874 and abandoned in 1945. [Frank A. Keating] Fort Reno was named after Major General William R. Reno, a career military officer who fought in the Indian Wars.",4,REFUTES,"Fort Reno (Oklahoma), Reno–Tahoe International Airport, Frank A. Keating, Jesse L. Reno",0.050597437226710076
"[Red House Painters] Red House Painters were an American rock band, formed in San Francisco, California in 1988. [Red House Painters] Guitarists Gorden Mack and Phil Carney both performed with the band during separate six-year tenures. [Daughtry (band)] Daughtry is an American rock band formed and fronted by namesake Chris Daughtry, who was a finalist on the fifth season of ""American Idol"". [Billy Anderson (producer)] He has worked with hundreds of bands over the past 29 years, including Neurosis, Swans, Melvins, Jawbreaker, Sleep, Brutal Truth, Buzzoven, Fantômas, Agalloch, Cattle Decapitation, Mr. Bungle, Asunder and Red House Painters. [Break the Spell Tour] Break the Spell Tour was the second headlining tour from record breaking American rock band Daughtry.","Billy Anderson is a punk rock musician and producer, best known as the guitarist and primary songwriter for the band Guns N' Roses. [Billy Anderson] Billy was born in 1960 in Boston, Massachusetts, and began playing music at a young age. [Gorden Mack] Gorden Mack is a guitarist and songwriter, best known for his work with the punk rock band, The Distillers. [The Distillers] The Distillers were an Australian punk rock band formed in 1992 in Sydney, New South Wales. They were known for their intense live performances and their raw, emotional sound. They released three studio albums before disbanding in 2004.",4,REFUTES,"Red House Painters, Billy Anderson (producer), Daughtry (band), Break the Spell Tour",0.0461051674025198
"[MedStar Georgetown University Hospital] It is a not-for-profit, acute care teaching and research facility located in the Georgetown neighborhood of the Northwest Quadrant of Washington, D.C. MedStar Georgetown is co-located with the Georgetown University Medical Center and is affiliated with the Georgetown University School of Medicine. [Howard University Hospital] Howard University Hospital, previously known as Freedmen's Hospital, is a major hospital lcated in Washington, D.C., built on the site of the previous Griffith Stadium. [Michael Zasloff] He is currently Scientific Director, MedStar-Georgetown Transplant Institute, Georgetown University Hospital. [Haskell Small] Haskell ""Hal"" Small, born 3 June 1948, is a composer, pianist, and music teacher in Washington, D.C.","Howard University Hospital and the George Washington University Hospital are both located in Washington, D.C. [Howard University Hospital] Howard University Hospital is a 387-bed teaching hospital located in Washington, D.C. [Howard University Hospital] Haskell Small is a fictional character from the television series Scrubs. [Haskell Small] Michael Zasloff is a real-life doctor who worked as a Scientific Director at the National Cancer Institute. [Michael Zasloff] The National Cancer Institute is a part of the National Institutes of Health, located in Bethesda, Maryland.",4,REFUTES,"Michael Zasloff, Haskell Small, Howard University Hospital, MedStar Georgetown University Hospital",0.1716546073419103
"[Morgan Llywelyn] Morgan Llywelyn (born December 3, 1937) is an American-Irish historical fantasy, historical fiction, and historical non-fiction writer. [Robert Jordan] James Oliver Rigney Jr. (October 17, 1948 – September 16, 2007), better known by his pen name Robert Jordan, was an American author of epic fantasy. [Lion of Ireland] Lion of Ireland, by the American-Irish author Morgan Llywelyn, is a novel about the life of the Irish hero and High King Brian Boru. [One Power] In The Wheel of Time fantasy series by Robert Jordan, the One Power is a supernatural force which some characters can harness to perform feats of (magic).","1. [Lion of Ireland] The Irish-Irish author Frank O'Connor wrote the short story collection The Lion of Ireland (1936). 2. [Wheel of Time] The Wheel of Time is a high fantasy epic series written by American author James Oliver Rigney Jr., better known by his pen name Robert Jordan. 3. [One Power] In the Wheel of Time series, the One Power is a supernatural force that some characters can harness to perform feats of magic.",4,REFUTES,"Morgan Llywelyn, Lion of Ireland, Robert Jordan, One Power",0.2979480637252935
"[Nam Woo-hyun] Nam Woo-hyun (Hangul: 남우현 ; Hanja: 南優賢 ; born February 8, 1991), commonly known by his mononym Woohyun, is a South Korean singer and actor with the boy band Infinite. [Eddie Vedder] Eddie Vedder (born Edward Louis Severson; December 23, 1964) is an American musician, singer and songwriter best known as a member of the rock band Pearl Jam, with whom he performs lead vocals and is one of three guitarists. [Write.. (EP)] Write. [Write.. (EP)] . [Write.. (EP)] is the debut extended play by South Korean singer Woohyun. [Bad Radio] The band is most notable for having featured future Pearl Jam vocalist Eddie Vedder as its lead singer from 1988–1990.","[Bad Radio] Bad Radio was an alternative rock band from San Francisco, formed in 1990. [Bad Radio] The lead singer of Bad Radio from 1988 to 1990 was born in 1978. [Bad Radio] Bad Radio was formed in 1990 by lead singer and guitarist Tim Toman and drummer Steve Simeon. [Bad Radio] Toman was born in 1978.",4,REFUTES,"Bad Radio, Write.. (EP), Nam Woo-hyun, Eddie Vedder",0.035050801160346
"[Lori Swanson] Lori Swanson (born December 16, 1966) from Eagan, Minnesota is the Attorney General of the US state of Minnesota. [Eagan, Minnesota] Eagan is a city in Dakota County, Minnesota, United States. [Minnesota Attorney General election, 2010] Incumbent Lori Swanson of the Minnesota Democratic–Farmer–Labor Party (DFL) won reelection to a second term. [G. Aaron Youngquist] He served as Minnesota Attorney General and as the Assistant U.S. Attorney General who successfully prosecuted Al Capone for federal income tax evasion.","2010 election results for Minnesota statewide offices. [Aaron Youngquist] Aaron Youngquist is a former Minnesota state representative from the 58B district. [Aaron Youngquist] He was first elected in 2008 and served one term, and ran for re-election in 2010, but was unsuccessful. [Aaron Youngquist] Youngquist is a resident of Eagan, Minnesota, which is located in Dakota County.",4,REFUTES,"Eagan, Minnesota, G. Aaron Youngquist, Minnesota Attorney General election, 2010, Lori Swanson",0.06517040246778977
"[Giacomo Meyerbeer] Giacomo Meyerbeer (born Jacob Liebmann Beer; 5 September 1791 – 2 May 1864) was a German opera composer of Jewish birth who has been described as perhaps the most successful stage composer of the nineteenth century. [Wolfgang Amadeus Mozart] Wolfgang Amadeus Mozart ( ; ; ] ; 27 January 1756 – 5 December 1791), baptised as Johannes Chrysostomus Wolfgangus Theophilus Mozart, was a prolific and influential composer of the Classical era. [L'esule di Granata] L'esule di Granata (""The exile of Granada"") is a ""melodramma serio"" (serious opera ) in two acts by Giacomo Meyerbeer. [Serenade No. 6 (Mozart)] The Serenade No. 6 for Orchestra in D major K. 239, ""Serenata notturna"", was written by Wolfgang Amadeus Mozart in Salzburg, in 1776.","1. [Mozart] Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the classical period. [Mozart] 2. [L'esule di Granata] L'inno della patria (Hymn of the Fatherland) or L'esule di Granata is the national anthem of Italy. [L'esule di Granata] 3. [Brazilian national anthem] The Brazilian national anthem is called ""Hymn to the Fatherland"" or ""The Song of the Brazilian"". [Brazilian national anthem]",4,REFUTES,"Giacomo Meyerbeer, Wolfgang Amadeus Mozart, Serenade No. 6 (Mozart), L'esule di Granata",0.16558702940456582
"[Wenling] Wenling (Wenling dialect: Uen-lin Zy ] ; ) is a coastal county-level city in the municipal region of Taizhou, in southeastern Zhejiang province, China. [Xinzheng] Xinzheng () is a small county-level city of Zhengzhou in the south of Henan province of Central China. [Jiangxia Tidal Power Station] The Jiangxia Tidal Power Station (江厦潮汐电站) is the fourth largest tidal power station in the world, located in Wuyantou, Wenling City, Zhejiang Province, China. [SIAS International University] Sias is located in the ancient city of Xinzheng, near Henan's capital, Zhengzhou.","🔍 Jiangxia Tidal Power Station 📍 Location: Zhejiang Province, China 🏙️ City: Zhejiang Province 🏙️ City home to SIAS International University: New York City, New York, USA 🇺🇸 SIAS International University is located in New York City, New York, USA. The Jiangxia Tidal Power Station is located in Zhejiang Province, China.",4,REFUTES,"Wenling, Jiangxia Tidal Power Station, SIAS International University, Xinzheng",0.1100090953529647
"[Dan McCafferty] William Daniel ""Dan"" McCafferty (born 14 October 1946, Dunfermline, Scotland) is a Scottish vocalist, best known as the lead singer for the Scottish hard rock band Nazareth from its founding in 1968 to his retirement from touring with the band in 2013. [Eddie Vedder] Eddie Vedder (born Edward Louis Severson; December 23, 1964) is an American musician, singer and songwriter best known as a member of the rock band Pearl Jam, with whom he performs lead vocals and is one of three guitarists. [Rock 'n' Roll Telephone] It is their last album with original singer Dan McCafferty who left the group before its release. [Billy Rankin (guitarist)] Best known for his work with Nazareth (1980–83 & 1990–94), he also had a successful solo career, including a US hit single ""Baby Come Back"".","🎸 [Billy Rankin (guitarist)] Billy Rankin (guitarist) is a member of the band, and he left the group before the release of Rock 'n' Roll Telephone. 🎤 [Eddie Vedder] Eddie Vedder is a singer-songwriter and the lead vocalist of the American rock band, Pearl Jam. He is known for his powerful and emotive vocals. 🎸 [Rock 'n' Roll Telephone] Rock 'n' Roll Telephone is the fifth studio album by the American rock band, The Rolling Stones, released in 1991. 🔥 [The Rolling Stones] The Rolling Stones are a British-American rock band formed in London in 1962. They are known for their blues-infused rock and roll music and have released numerous critically acclaimed and commercially successful albums throughout their career. 🎶 [Mick Jagger] Mick Jagger is the lead vocalist and co-founder of The Rolling Stones. He is known for his distinctive voice and stage presence. 🎸 [Keith Richards] Keith Richards is the guitarist, singer, and co-founder of The Rolling Stones. He is known for his guitar playing and songwriting abilities. 🎸 [Charlie Watts] Charlie Watts is the drummer and co-founder of The Rolling Stones. He is known for his distinctive drumming style and has been an integral member of the band throughout their career. 🔥 [The Rolling Stones] The Rolling Stones are a British-American rock band formed in London in 1962. They are known for their blues-infused rock and roll music and have released numerous critically acclaimed and commercially successful albums throughout their career. 🎶 [Rock 'n' Roll Telephone] Rock 'n' Roll Telephone is the fifth studio album by the American rock band, The Rolling Stones, released in 1991. 🔥 [Mick Jagger] Mick Jagger is the lead vocalist and co-founder of The Rolling Stones. He is known for his distinctive voice and stage presence. ��",4,REFUTES,"Billy Rankin (guitarist), Rock 'n' Roll Telephone, Dan McCafferty, Eddie Vedder",0.08532272081337623
"[Werner Jaffé] Jaffé was born in Frankfurt. [Frankfurt] Frankfurt, officially Frankfurt am Main (Literally ""Frankfurt on the Main"", ] ), is a metropolis and the largest city in the German state of Hesse and the fifth-largest city in Germany, with a 2015 population of 732,688 within its administrative boundaries, and 2.3 million in its urban area. [Daniel Gunkel] Daniel Gunkel (born 7 June 1980 in Frankfurt) is a German former footballer. [Klaus Servene] Klaus Servene (*1949 in Marburg, Hesse) is a German writer who lives in Mannheim.","[Werner Gunter Jaffé Fellner] Werner Gunter Jaffé Fellner was born in 1928 in the German state of Baden-Württemberg, where the writer Klaus Servene was born in 1901. [Daniel Gunkel] Daniel Gunkel was a German writer and poet, born in 1874 in the city of Trier, which is located in the German state of Rhineland-Palatinate. [Paul Karrer] Paul Karrer was a German chemist, born in 1887 in the city of Ludwigshafen, which is located in the German state of Rhineland-Palatinate.",4,REFUTES,"Frankfurt, Werner Jaffé, Daniel Gunkel, Klaus Servene",0.13504022432079182
"[Ann Beattie] Ann Beattie (born September 8, 1947) is an American novelist and short story writer. [Edgar Rice Burroughs] Edgar Rice Burroughs (September 1, 1875 – March 19, 1950) was an American fiction writer best known for his celebrated and prolific output in the adventure and science-fiction genres. [Chilly Scenes of Winter] Chilly Scenes of Winter is Ann Beattie's first novel, published by Doubleday in September, 1976. [John Heard (actor)] He had lead roles in several films, including ""Deceived, 1991,"" ""Chilly Scenes of Winter"", ""Heart Beat"", ""Cutter's Way"", ""Cat People"", and ""C.H.U.D."", as well as supporting roles in ""After Hours"", ""Big"", ""Beaches"", ""Awakenings"", ""Rambling Rose"", ""The Pelican Brief"", ""My Fellow Americans"", ""Snake Eyes"", and ""Animal Factory"".","1. [The Last Time I Saw Paris] The Last Time I Saw Paris is a 1939 film directed by Victor Saville and starring Elizabeth Taylor, Margaret Sullavan, and Walter Pidgeon. [Victor Saville] Victor Saville (1895-1979) was a British film director and producer. [John Heard] John Heard (born May 7, 1946) is an American actor, known for his roles in the films, The Last Time I Saw Paris (1939), Cutter's Way (1981), and Home Alone (1990).",4,REFUTES,"Ann Beattie, John Heard (actor), Edgar Rice Burroughs, Chilly Scenes of Winter",0.04671974636947527
"[Kremlin Arsenal] Initially constructed in 1736, it has been rebuilt several times. [Moscow Kremlin] The Moscow Kremlin (Russian: Моско́вский Кремль , ""Moskovskiy Kreml""; ] ), usually referred to as the Kremlin, is a fortified complex at the heart of Moscow, overlooking the Moskva River to the south, Saint Basil's Cathedral and Red Square to the east, and the Alexander Garden to the west. [Cathedral of the Archangel] It is located in Cathedral Square of the Moscow Kremlin in Russia between the Great Kremlin Palace and the Ivan the Great Bell Tower. [Tsarevich Dmitry Alexeyevich of Russia] He is buried in the Cathedral of the Archangel.","1736 was a leap year starting on Wednesday. [Fortress of Moscow] The Fortress of Moscow (Russian: Moskovskaya Krepost) is a historic fortified complex located in the heart of Moscow, Russia. The complex was built in the early 18th century and features a four-story building that serves as the burial place of Tsarevich Dmitry Alexeyevich of Russia. [Tsarevich Dmitry Alexeyevich of Russia] Dmitry Alexeyevich of Russia (1670-1735) was the son of Tsar Alexis of Russia and served as the Grand Prince of Moscow from 1682 to 1698. He was buried in the Fortress of Moscow following his death in 1735.",4,REFUTES,"Moscow Kremlin, Kremlin Arsenal, Tsarevich Dmitry Alexeyevich of Russia, Cathedral of the Archangel",0.13256604033627659
"[Cartagena (board game)] Cartagena is a critically acclaimed German-style board game released in 2000, that takes as its theme the legendary 1672 pirate-led jailbreak from the dreaded fortress of Cartagena. [Chess] Chess is a two-player strategy board game played on a chessboard, a checkered gameboard with 64 squares arranged in an 8×8 grid. [Chess] The game is played by millions of people worldwide. [Leo Colovini] His most popular game is ""Cartagena"". [Adolf Albin] Adolf Albin (14 September 1848 – 1 February 1920) was a Romanian chess player.","1. [Leo Colovini] Leo Colovini (1924-2013) was an Italian game designer and publisher, best known for creating the popular board game, Rummelsnac, and its variants. [Adolf Albin] Adolf Albin (1877-1968) was a Swedish chess player and composer, known for his contributions to the field of chess theory and his compositions for chess.",4,REFUTES,"Adolf Albin, Chess, Leo Colovini, Cartagena (board game)",0.11206464596972954
