True Evidence,Generated Evidence,Hops,Label,Topics,ROUGE-1 F,ROUGE-1 P,ROUGE-1 R,ROUGE-2 F,ROUGE-2 P,ROUGE-2 R,ROUGE-L F,ROUGE-L P,ROUGE-L R
"[Collective for Living Cinema] The Collective for Living Cinema was an outpost of avant-garde cinema located on White Street in Lower Manhattan in the United States of America. [Dziga Vertov] Dziga Vertov (Russian: Дзига Вертов ; born David Abelevich Kaufman, Russian: Дави́д А́белевич Ка́уфман , and also known as Denis Kaufman; 2 January 1896 – 12 February 1954) was a Soviet pioneer documentary film and newsreel director, as well as a cinema theorist. [Made in Texas] In October 1981, director Jonathan Demme presented the Made in Texas - New Films From Austin series at the Collective for Living Cinema in New York City. [Italian futurism in cinema] It influenced Russian Futurist cinema (Lev Kuleshov, Dziga Vertov, Sergei Eisenstein, Vsevolod Pudovkin, Aleksandr Dovzhenko) and German Expressionism.","0 [Jonathan Demme] Jonathan Demme (February 22, 1944 - April 26, 2017) was an American film director, producer, screenwriter, and musician. [Denis Kaufman] Denis John ""Dennis"" Kaufman (February 26, 1943 - September 16, 2018) was a British filmmaker, known for his work in the horror and science fiction genres. Kaufman was a key figure in the development of the British horror film industry in the 1960s and 1970s. He was a pioneer of the ""video nasty"" genre, which was a term used to describe controversial and shocking films that were often banned or censored. Kaufman's work was influenced by Italian futurism in cinema, and he was known for pushing the boundaries of what was considered acceptable in terms of violence, sex, and social commentary in his films.",4,REFUTES,"Collective for Living Cinema, Made in Texas, Italian futurism in cinema, Dziga Vertov",0.19148935672985526,0.20689655172413793,0.1782178217821782,0.04184099918418855,0.04201680672268908,0.041666666666666664,0.18085105885751485,0.19540229885057472,0.16831683168316833
"[Reno–Tahoe International Airport] Reno–Tahoe International Airport (IATA: RNO, ICAO: KRNO, FAA LID: RNO) is a public and military use airport located three nautical miles (6 km) southeast of downtown Reno, in Washoe County, Nevada. [Reno–Tahoe International Airport] It is the state's second busiest commercial airport after McCarran International Airport in Las Vegas. [Reno–Tahoe International Airport] It is named after Jesse L. Reno and Lake Tahoe. [Jesse L. Reno] Jesse Lee Reno (April 20, 1823 – September 14, 1862) was a career United States Army officer who served in the Mexican–American War, the Utah War, the western frontier, and as a Union General during the American Civil War. [Fort Reno (Oklahoma)] It is named for General Jesse L. Reno, who died at the Battle of South Mountain in the American Civil War. [Frank A. Keating] Major General Frank Augustus Keating (February 4, 1895 – April 28, 1973) was a career officer of the United States Army who commanded the 102nd Infantry Division during World War II, was Governor of the U.S. Zone of Germany, and was Chief U.S. Military Advisor to Korea.","Frank A. Keating served as the administrator of the Federal Aviation Administration (FAA) from 1977 to 1980. [Frank A. Keating] Frank A. Keating is a retired Air Force major general and former administrator of the Federal Aviation Administration (FAA). [Frank A. Keating] He was appointed by President Gerald Ford in 1977 and served until 1980. [Fort Reno] Fort Reno is a former United States Army post located in Oklahoma County, Oklahoma, established in 1874 and abandoned in 1945. [Frank A. Keating] Fort Reno was named after Major General William R. Reno, a career military officer who fought in the Indian Wars.",4,REFUTES,"Fort Reno (Oklahoma), Reno–Tahoe International Airport, Frank A. Keating, Jesse L. Reno",0.3516483470257216,0.48484848484848486,0.27586206896551724,0.08906882137192897,0.12790697674418605,0.06832298136645963,0.3516483470257216,0.48484848484848486,0.27586206896551724
"[Red House Painters] Red House Painters were an American rock band, formed in San Francisco, California in 1988. [Red House Painters] Guitarists Gorden Mack and Phil Carney both performed with the band during separate six-year tenures. [Daughtry (band)] Daughtry is an American rock band formed and fronted by namesake Chris Daughtry, who was a finalist on the fifth season of ""American Idol"". [Billy Anderson (producer)] He has worked with hundreds of bands over the past 29 years, including Neurosis, Swans, Melvins, Jawbreaker, Sleep, Brutal Truth, Buzzoven, Fantômas, Agalloch, Cattle Decapitation, Mr. Bungle, Asunder and Red House Painters. [Break the Spell Tour] Break the Spell Tour was the second headlining tour from record breaking American rock band Daughtry.","Billy Anderson is a punk rock musician and producer, best known as the guitarist and primary songwriter for the band Guns N' Roses. [Billy Anderson] Billy was born in 1960 in Boston, Massachusetts, and began playing music at a young age. [Gorden Mack] Gorden Mack is a guitarist and songwriter, best known for his work with the punk rock band, The Distillers. [The Distillers] The Distillers were an Australian punk rock band formed in 1992 in Sydney, New South Wales. They were known for their intense live performances and their raw, emotional sound. They released three studio albums before disbanding in 2004.",4,REFUTES,"Red House Painters, Billy Anderson (producer), Daughtry (band), Break the Spell Tour",0.21118011927934893,0.2361111111111111,0.19101123595505617,0.07960198507066688,0.0851063829787234,0.07476635514018691,0.21118011927934893,0.2361111111111111,0.19101123595505617
"[MedStar Georgetown University Hospital] It is a not-for-profit, acute care teaching and research facility located in the Georgetown neighborhood of the Northwest Quadrant of Washington, D.C. MedStar Georgetown is co-located with the Georgetown University Medical Center and is affiliated with the Georgetown University School of Medicine. [Howard University Hospital] Howard University Hospital, previously known as Freedmen's Hospital, is a major hospital lcated in Washington, D.C., built on the site of the previous Griffith Stadium. [Michael Zasloff] He is currently Scientific Director, MedStar-Georgetown Transplant Institute, Georgetown University Hospital. [Haskell Small] Haskell ""Hal"" Small, born 3 June 1948, is a composer, pianist, and music teacher in Washington, D.C.","Howard University Hospital and the George Washington University Hospital are both located in Washington, D.C. [Howard University Hospital] Howard University Hospital is a 387-bed teaching hospital located in Washington, D.C. [Howard University Hospital] Haskell Small is a fictional character from the television series Scrubs. [Haskell Small] Michael Zasloff is a real-life doctor who worked as a Scientific Director at the National Cancer Institute. [Michael Zasloff] The National Cancer Institute is a part of the National Institutes of Health, located in Bethesda, Maryland.",4,REFUTES,"Michael Zasloff, Haskell Small, Howard University Hospital, MedStar Georgetown University Hospital",0.38399999511552,0.4528301886792453,0.3333333333333333,0.16249999515312516,0.19696969696969696,0.13829787234042554,0.36799999511552,0.4339622641509434,0.3194444444444444
"[Morgan Llywelyn] Morgan Llywelyn (born December 3, 1937) is an American-Irish historical fantasy, historical fiction, and historical non-fiction writer. [Robert Jordan] James Oliver Rigney Jr. (October 17, 1948 – September 16, 2007), better known by his pen name Robert Jordan, was an American author of epic fantasy. [Lion of Ireland] Lion of Ireland, by the American-Irish author Morgan Llywelyn, is a novel about the life of the Irish hero and High King Brian Boru. [One Power] In The Wheel of Time fantasy series by Robert Jordan, the One Power is a supernatural force which some characters can harness to perform feats of (magic).","1. [Lion of Ireland] The Irish-Irish author Frank O'Connor wrote the short story collection The Lion of Ireland (1936). 2. [Wheel of Time] The Wheel of Time is a high fantasy epic series written by American author James Oliver Rigney Jr., better known by his pen name Robert Jordan. 3. [One Power] In the Wheel of Time series, the One Power is a supernatural force that some characters can harness to perform feats of magic.",4,REFUTES,"Morgan Llywelyn, Lion of Ireland, Robert Jordan, One Power",0.567375881615613,0.6557377049180327,0.5,0.3604651114115739,0.4305555555555556,0.31,0.5390070872893719,0.6229508196721312,0.475
"[Nam Woo-hyun] Nam Woo-hyun (Hangul: 남우현 ; Hanja: 南優賢 ; born February 8, 1991), commonly known by his mononym Woohyun, is a South Korean singer and actor with the boy band Infinite. [Eddie Vedder] Eddie Vedder (born Edward Louis Severson; December 23, 1964) is an American musician, singer and songwriter best known as a member of the rock band Pearl Jam, with whom he performs lead vocals and is one of three guitarists. [Write.. (EP)] Write. [Write.. (EP)] . [Write.. (EP)] is the debut extended play by South Korean singer Woohyun. [Bad Radio] The band is most notable for having featured future Pearl Jam vocalist Eddie Vedder as its lead singer from 1988–1990.","[Bad Radio] Bad Radio was an alternative rock band from San Francisco, formed in 1990. [Bad Radio] The lead singer of Bad Radio from 1988 to 1990 was born in 1978. [Bad Radio] Bad Radio was formed in 1990 by lead singer and guitarist Tim Toman and drummer Steve Simeon. [Bad Radio] Toman was born in 1978.",4,REFUTES,"Bad Radio, Write.. (EP), Nam Woo-hyun, Eddie Vedder",0.23008849159370356,0.41935483870967744,0.15853658536585366,0.06756756344503313,0.11627906976744186,0.047619047619047616,0.23008849159370356,0.41935483870967744,0.15853658536585366
"[Lori Swanson] Lori Swanson (born December 16, 1966) from Eagan, Minnesota is the Attorney General of the US state of Minnesota. [Eagan, Minnesota] Eagan is a city in Dakota County, Minnesota, United States. [Minnesota Attorney General election, 2010] Incumbent Lori Swanson of the Minnesota Democratic–Farmer–Labor Party (DFL) won reelection to a second term. [G. Aaron Youngquist] He served as Minnesota Attorney General and as the Assistant U.S. Attorney General who successfully prosecuted Al Capone for federal income tax evasion.","2010 election results for Minnesota statewide offices. [Aaron Youngquist] Aaron Youngquist is a former Minnesota state representative from the 58B district. [Aaron Youngquist] He was first elected in 2008 and served one term, and ran for re-election in 2010, but was unsuccessful. [Aaron Youngquist] Youngquist is a resident of Eagan, Minnesota, which is located in Dakota County.",4,REFUTES,"Eagan, Minnesota, G. Aaron Youngquist, Minnesota Attorney General election, 2010, Lori Swanson",0.3269230720728551,0.3953488372093023,0.2786885245901639,0.04761904277147946,0.057692307692307696,0.04054054054054054,0.23076922591900897,0.27906976744186046,0.19672131147540983
"[Giacomo Meyerbeer] Giacomo Meyerbeer (born Jacob Liebmann Beer; 5 September 1791 – 2 May 1864) was a German opera composer of Jewish birth who has been described as perhaps the most successful stage composer of the nineteenth century. [Wolfgang Amadeus Mozart] Wolfgang Amadeus Mozart ( ; ; ] ; 27 January 1756 – 5 December 1791), baptised as Johannes Chrysostomus Wolfgangus Theophilus Mozart, was a prolific and influential composer of the Classical era. [L'esule di Granata] L'esule di Granata (""The exile of Granada"") is a ""melodramma serio"" (serious opera ) in two acts by Giacomo Meyerbeer. [Serenade No. 6 (Mozart)] The Serenade No. 6 for Orchestra in D major K. 239, ""Serenata notturna"", was written by Wolfgang Amadeus Mozart in Salzburg, in 1776.","1. [Mozart] Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the classical period. [Mozart] 2. [L'esule di Granata] L'inno della patria (Hymn of the Fatherland) or L'esule di Granata is the national anthem of Italy. [L'esule di Granata] 3. [Brazilian national anthem] The Brazilian national anthem is called ""Hymn to the Fatherland"" or ""The Song of the Brazilian"". [Brazilian national anthem]",4,REFUTES,"Giacomo Meyerbeer, Wolfgang Amadeus Mozart, Serenade No. 6 (Mozart), L'esule di Granata",0.335664331116436,0.48,0.25806451612903225,0.1931818136182852,0.27419354838709675,0.14912280701754385,0.335664331116436,0.48,0.25806451612903225
"[Wenling] Wenling (Wenling dialect: Uen-lin Zy ] ; ) is a coastal county-level city in the municipal region of Taizhou, in southeastern Zhejiang province, China. [Xinzheng] Xinzheng () is a small county-level city of Zhengzhou in the south of Henan province of Central China. [Jiangxia Tidal Power Station] The Jiangxia Tidal Power Station (江厦潮汐电站) is the fourth largest tidal power station in the world, located in Wuyantou, Wenling City, Zhejiang Province, China. [SIAS International University] Sias is located in the ancient city of Xinzheng, near Henan's capital, Zhengzhou.","🔍 Jiangxia Tidal Power Station 📍 Location: Zhejiang Province, China 🏙️ City: Zhejiang Province 🏙️ City home to SIAS International University: New York City, New York, USA 🇺🇸 SIAS International University is located in New York City, New York, USA. The Jiangxia Tidal Power Station is located in Zhejiang Province, China.",4,REFUTES,"Wenling, Jiangxia Tidal Power Station, SIAS International University, Xinzheng",0.2888888844444445,0.43333333333333335,0.21666666666666667,0.13793103013822844,0.21621621621621623,0.10126582278481013,0.2888888844444445,0.43333333333333335,0.21666666666666667
"[Dan McCafferty] William Daniel ""Dan"" McCafferty (born 14 October 1946, Dunfermline, Scotland) is a Scottish vocalist, best known as the lead singer for the Scottish hard rock band Nazareth from its founding in 1968 to his retirement from touring with the band in 2013. [Eddie Vedder] Eddie Vedder (born Edward Louis Severson; December 23, 1964) is an American musician, singer and songwriter best known as a member of the rock band Pearl Jam, with whom he performs lead vocals and is one of three guitarists. [Rock 'n' Roll Telephone] It is their last album with original singer Dan McCafferty who left the group before its release. [Billy Rankin (guitarist)] Best known for his work with Nazareth (1980–83 & 1990–94), he also had a successful solo career, including a US hit single ""Baby Come Back"".","🎸 [Billy Rankin (guitarist)] Billy Rankin (guitarist) is a member of the band, and he left the group before the release of Rock 'n' Roll Telephone. 🎤 [Eddie Vedder] Eddie Vedder is a singer-songwriter and the lead vocalist of the American rock band, Pearl Jam. He is known for his powerful and emotive vocals. 🎸 [Rock 'n' Roll Telephone] Rock 'n' Roll Telephone is the fifth studio album by the American rock band, The Rolling Stones, released in 1991. 🔥 [The Rolling Stones] The Rolling Stones are a British-American rock band formed in London in 1962. They are known for their blues-infused rock and roll music and have released numerous critically acclaimed and commercially successful albums throughout their career. 🎶 [Mick Jagger] Mick Jagger is the lead vocalist and co-founder of The Rolling Stones. He is known for his distinctive voice and stage presence. 🎸 [Keith Richards] Keith Richards is the guitarist, singer, and co-founder of The Rolling Stones. He is known for his guitar playing and songwriting abilities. 🎸 [Charlie Watts] Charlie Watts is the drummer and co-founder of The Rolling Stones. He is known for his distinctive drumming style and has been an integral member of the band throughout their career. 🔥 [The Rolling Stones] The Rolling Stones are a British-American rock band formed in London in 1962. They are known for their blues-infused rock and roll music and have released numerous critically acclaimed and commercially successful albums throughout their career. 🎶 [Rock 'n' Roll Telephone] Rock 'n' Roll Telephone is the fifth studio album by the American rock band, The Rolling Stones, released in 1991. 🔥 [Mick Jagger] Mick Jagger is the lead vocalist and co-founder of The Rolling Stones. He is known for his distinctive voice and stage presence. ��",4,REFUTES,"Billy Rankin (guitarist), Rock 'n' Roll Telephone, Dan McCafferty, Eddie Vedder",0.34615384116540315,0.3302752293577982,0.36363636363636365,0.13840829954861672,0.12578616352201258,0.15384615384615385,0.3076923027038647,0.29357798165137616,0.32323232323232326
