True Evidence,Generated Evidence,Hops,Label,Topics
"[Terri Nunn] Terri Kathleen Nunn (born June 26, 1961), is an American singer and actress. [Sonya Scarlet] Sonya Scarlet (born 2 April 1980) is the singer and lyricist of the Italian extreme gothic metal band Theatres des Vampires. [Information (Berlin album)] It was recorded during the period when Terri Nunn had temporarily left the band to pursue an acting career and Virginia Macolino performed the lead vocals.","[Sonya Scarlet] Sonya Scarlet (born July 15, 1992) is a British singer and songwriter. [The Information (Berlin album)] The album was released in 2004, and the band was formed in 1995. Therefore, the singer who had left the band before it recorded Information (Berlin album) must be older than Sonya Scarlet.",3,SUPPORTS,"Sonya Scarlet, Terri Nunn, Information (Berlin album)"
"[Carl Barât] Carlos Ashley Raphael Barât (born 6 June 1978) is a British musician, best known for being the co-frontman with Peter Doherty of the garage rock band The Libertines. [Carl Barât] He was the frontman and lead guitarist of Dirty Pretty Things, and in 2010 debuted a solo album. [Carl Barât] In 2014 he announced the creation of his new band, The Jackals. [Jesse Michaels] Jesse Michaels is a songwriter, vocalist, guitarist and artist from Berkeley, California. [Jesse Michaels] He is most well known as the vocalist for the ska punk band Operation Ivy. [Big Rig (band)] Big Rig was a punk band from the San Francisco Bay Area fronted by singer/songwriter Jesse Michaels.","[Carl Barât] Carl Barât (born 10 August 1970) is a British singer, songwriter, and guitarist. [Big Rig] Big Rig is a punk band from the United Kingdom formed in 1991. The band was formed by Carl Barât and Jamie Stephens.",3,SUPPORTS,"Jesse Michaels, Big Rig (band), Carl Barât"
"[James Schuyler] His awards include the Pulitzer Prize for Poetry for his 1980 collection ""The Morning of the Poem"". [H. G. Wells] His most notable science fiction works include ""The Time Machine"" (1895), ""The Island of Doctor Moreau"" (1896), ""The Invisible Man"" (1897), and ""The War of the Worlds"" (1898). [Darragh Park] Darragh Park (July 24, 1939 – April 17, 2009) was an American Artist, and the literary executor of the estate of Pulitzer Prize–winning poet James Schuyler.","[Darragh Park] Darragh Park is a literary agent and the literary executor of the estate of Angela Carter. [H. G. Wells] Herbert George Wells (21 September 1866 – 13 August 1946), known as H. G. Wells, was a British author, historian, and social commentator. He was a prominent figure in the New Love tradition, and his works were characterized by a focus on the possibilities of social and political progress through the application of science and technology. He was a prolific writer of fiction and non-fiction, and his works included The Time Machine, The War of the Worlds, and The Shape of Things to Come.",3,SUPPORTS,"Darragh Park, James Schuyler, H. G. Wells"
"[Enkianthus] Enkianthus is a genus of shrubs or small trees in the heath family (Ericaceae). [Scadoxus] Species of ""Scadoxus"" are grown as ornamental plants for their brilliantly coloured flowers, either in containers or in the ground in frost-free climates. [Enkianthus campanulatus] The hardiest of ""Enkianthus"" species is E. campanulatus (furin-tsutsuji or redvein enkianthus), a medium-sized, narrow, upright, deciduous shrub.","Scadoxus bulbs can be planted 6-8 inches deep, with the bulb sitting on its side. [Enkianthus campanulatus] Enkianthus campanulatus, also known as the Chinese lantern plant, is a species of flowering plant in the family Cucurbitaceae, native to China and Southeast Asia. [Container growing] Container growing refers to the practice of growing plants in pots or other containers, rather than directly in the ground.",3,SUPPORTS,"Scadoxus, Enkianthus campanulatus, Enkianthus"
"[Dave Peverett] David Jack Peverett (16 April 1943 – 7 February 2000), also known as Lonesome Dave, was an English singer and musician, best known as the original lead vocalist and rhythm guitarist of the rock band Foghat, which he founded following his tenure in Savoy Brown. [Jang Hyun-seung] Jang Hyun-seung (; born September 3, 1989) most often credited as Hyunseung, is a South Korean singer. [Zig-Zag Walk] Unlike the previous year's ""In the Mood for Something Rude"", which consisted of all outside material, lead singer Dave Peverett wrote five of the album's ten songs, with guitarist Erik Cartwright contributing a sixth.","[Jang Hyun-seung] Jang Hyun-seung (Korean: 장현승; born August 2, 1984) is a South Korean singer, songwriter, and actor. [Zig-Zag Walk] Zig-Zag Walk is a song by the South Korean rock band, Seo Taiji & Boys, released in 1983.",3,SUPPORTS,"Dave Peverett, Zig-Zag Walk, Jang Hyun-seung"
"[Mount Ida] In Greek mythology, two sacred mountains are called Mount Ida, the ""Mountain of the Goddess"": Mount Ida in Crete; and Mount Ida in the ancient Troad region of western Anatolia (in modern-day Turkey) which was also known as the ""Phrygian Ida"" in classical antiquity and is the mountain that is mentioned in the Iliad of Homer and the Aeneid of Virgil. [Rhea (mythology)] Rhea ( ; Greek: Ῥέα , ] ) is a character in Greek mythology, the Titaness daughter of the earth goddess Gaia and the sky god Uranus, and sister and wife to Cronus. [Amari Valley] The Amari Valley is a fertile valley on the foothills of Mount Ida and Mount Kedros in Crete.","[Mountain with the Amari Valley in its foothills] The mountain is believed to be the dwelling place of the goddess Rhea, the wife of Zeus. [Rhea] In Greek mythology, Rhea was the wife of Zeus and the mother of Zeus' children, including Athena, Apollo, Artemis, and Dionysus. She was also associated with fertility and agriculture.",3,SUPPORTS,"Amari Valley, Rhea (mythology), Mount Ida"
"[Massimo Giordano] Massimo Giordano (born 19 February 1971) is an Italian-born operatic tenor who is known for his bel canto repertoire. [Massimo Giordano] Giordano was born in Pompei, Italy into an Italian working-class family. [Pompei] Pompei (] ) is a city and ""comune"" in the Metropolitan City of Naples in Italy, home of the ancient Roman ruins part of the UNESCO World Heritage Sites. [Marcello Giordani] (He is not to be confused with another Italian tenor, Massimo Giordano, who toured with Anna Netrebko in 2009.)","Marcello Giordani (born July 29, 1963) is an Italian operatic tenor. [Andrea Bocelli] Andrea Bocelli (born September 5, 1958) is an Italian singer, songwriter, and record producer. Marcello Giordani and Andrea Bocelli are not the same person.",3,SUPPORTS,"Pompei, Massimo Giordano, Marcello Giordani"
"[Denzel Washington] Denzel Hayes Washington Jr. (born December 28, 1954) is an American actor, director, and producer. [David Hewlett] David Ian Hewlett (born 18 April 1968) is an English-born Canadian actor, writer, director, and voice actor best known for his role as Dr. Rodney McKay on the Canadian-American science fiction TV shows ""Stargate SG-1"", ""Stargate Atlantis"" and ""Stargate Universe"". [Herman Boone] Herman Ike Boone (born October 28, 1935) is a former American high school football coach, most famous for coaching the 1971 T. C. Williams High School football team to a 13-0 season, state championship, and national championship runner-up; the basis for the 2000 film ""Remember the Titans"" where Boone was portrayed by Denzel Washington.","[Wesley Snipes] Wesley Snipes is an American actor, film producer, and film director. [David Hewlett] David Hewlett is a Canadian actor, known for his roles in the television series Stargate Atlantis and The Shape of Things. [Remember the Titans] Remember the Titans is a 2000 American biographical sports drama film directed by Boaz Yakin and written by Gregory Allen Howard. The film stars Denzel Washington as Herman Boone, a high school football coach in Virginia.",3,SUPPORTS,"David Hewlett, Denzel Washington, Herman Boone"
"[43d Air Mobility Operations Group] The 43d Air Mobility Operations Group is an active duty air mobility unit at Pope Field, Fort Bragg, North Carolina (formerly Pope AFB), and is part of the Air Mobility Command (AMC) USAF Expeditionary Center. [Fort Bragg] Fort Bragg, North Carolina, is a military installation of the United States Army and is the largest military installation in the world (by population) with more than 50,000 active duty personnel. [43d Aeromedical Evacuation Squadron] It is part of the 43d Air Mobility Operations Group at Pope Army Air Field, North Carolina.","[43d Aeromedical Evacuation Squadron] The 43d Aeromedical Evacuation Squadron is assigned to the 65th Medical Group at Wright-Patterson Air Force Base, Ohio. [Fort Bragg] Fort Bragg is a major United States Army post in North Carolina, located within Cumberland County.",3,SUPPORTS,"Fort Bragg, 43d Aeromedical Evacuation Squadron, 43d Air Mobility Operations Group"
"[Len Reynolds (politician)] In 1958, he was selected as the Labor candidate for the seat of Barton, which party leader H. V. Evatt was leaving as it was perceived to be too marginal. [Division of Barton] The Division of Barton is an Australian electoral division in the state of New South Wales. [Division of Barton] The division was created in 1922 and is named for Sir Edmund Barton, the first Prime Minister of Australia. [Bill Arthur] However, in 1966 he defeated Labor member Len Reynolds and was elected for the Liberal Party.",[Bill Arthur] Bill Arthur (born 1956) is an Australian politician who was elected to the Australian House of Representatives in 1996 as the member for the division of Wentworth. [Labor candidate] He was defeated by Arthur in the 1996 election. [Division created in 1922] The division of Wentworth was created in 1922.,3,SUPPORTS,"Len Reynolds (politician), Division of Barton, Bill Arthur"
