True Evidence,Generated Evidence,Hops,Label,Topics,ROUGE-1 F,ROUGE-1 P,ROUGE-1 R,ROUGE-2 F,ROUGE-2 P,ROUGE-2 R,ROUGE-L F,ROUGE-L P,ROUGE-L R
"[Collective for Living Cinema] The Collective for Living Cinema was an outpost of avant-garde cinema located on White Street in Lower Manhattan in the United States of America. [Dziga Vertov] Dziga Vertov (Russian: Дзига Вертов ; born David Abelevich Kaufman, Russian: Дави́д А́белевич Ка́уфман , and also known as Denis Kaufman; 2 January 1896 – 12 February 1954) was a Soviet pioneer documentary film and newsreel director, as well as a cinema theorist. [Made in Texas] In October 1981, director Jonathan Demme presented the Made in Texas - New Films From Austin series at the Collective for Living Cinema in New York City. [Italian futurism in cinema] It influenced Russian Futurist cinema (Lev Kuleshov, Dziga Vertov, Sergei Eisenstein, Vsevolod Pudovkin, Aleksandr Dovzhenko) and German Expressionism.","[Made in Texas] Made in Texas (1981) is a 1981 American comedy film directed by Jonathan Demme and written by Carol Bolt. [Jonathan Demme] Jonathan Delmond Demme (December 27, 1944 – April 28, 2017) was an American film director, producer, screenwriter, and cinematographer. [Denis Kaufman] Denis Kaufman ( ; ] ; born 1944) is a filmmaker known for his work in the horror genre. He has been cited as an influence by other horror filmmakers, including Eli Roth and Adam Green.",4,REFUTES,"Collective for Living Cinema, Made in Texas, Dziga Vertov, Italian futurism in cinema",0.2514970012076446,0.3181818181818182,0.2079207920792079,0.08040200526249366,0.10126582278481013,0.06666666666666667,0.22754490539926148,0.2878787878787879,0.18811881188118812
"[Reno–Tahoe International Airport] Reno–Tahoe International Airport (IATA: RNO, ICAO: KRNO, FAA LID: RNO) is a public and military use airport located three nautical miles (6 km) southeast of downtown Reno, in Washoe County, Nevada. [Reno–Tahoe International Airport] It is the state's second busiest commercial airport after McCarran International Airport in Las Vegas. [Reno–Tahoe International Airport] It is named after Jesse L. Reno and Lake Tahoe. [Jesse L. Reno] Jesse Lee Reno (April 20, 1823 – September 14, 1862) was a career United States Army officer who served in the Mexican–American War, the Utah War, the western frontier, and as a Union General during the American Civil War. [Fort Reno (Oklahoma)] It is named for General Jesse L. Reno, who died at the Battle of South Mountain in the American Civil War. [Frank A. Keating] Major General Frank Augustus Keating (February 4, 1895 – April 28, 1973) was a career officer of the United States Army who commanded the 102nd Infantry Division during World War II, was Governor of the U.S. Zone of Germany, and was Chief U.S. Military Advisor to Korea.","[Frank A. Keating] Frank A. Keating ( ; 1876 – 1960) was a career military officer who served as the 23rd Assistant Secretary of War, serving from 1921 to 1933. [Nevada's busiest commercial airport] McCarran International Airport (IATA: LAS, ICAO: KLAS, FAA: LAS) is the primary commercial airport in the Las Vegas Valley, serving Las Vegas, Nevada, United States. [Fort Reno (Oklahoma)] Fort Reno is a former United States Army post located in Oklahoma City, Oklahoma, United States.",4,REFUTES,"Reno–Tahoe International Airport, Frank A. Keating, Fort Reno (Oklahoma), Jesse L. Reno",0.4111111065283951,0.578125,0.31896551724137934,0.161016944816504,0.25333333333333335,0.11801242236024845,0.399999995417284,0.5625,0.3103448275862069
"[Red House Painters] Red House Painters were an American rock band, formed in San Francisco, California in 1988. [Red House Painters] Guitarists Gorden Mack and Phil Carney both performed with the band during separate six-year tenures. [Daughtry (band)] Daughtry is an American rock band formed and fronted by namesake Chris Daughtry, who was a finalist on the fifth season of ""American Idol"". [Billy Anderson (producer)] He has worked with hundreds of bands over the past 29 years, including Neurosis, Swans, Melvins, Jawbreaker, Sleep, Brutal Truth, Buzzoven, Fantômas, Agalloch, Cattle Decapitation, Mr. Bungle, Asunder and Red House Painters. [Break the Spell Tour] Break the Spell Tour was the second headlining tour from record breaking American rock band Daughtry.","[Billy Anderson] Billy Anderson (born 1975) is an American punk rock musician, best known as the guitarist and primary songwriter of the band Gob. [Gorden Mack] Gorden Mack (born 1977) is a Canadian musician and songwriter, best known as the guitarist and primary songwriter of the punk rock band Fucked Up. [Break the Spell Tour] Fucked Up embarked on the ""Break the Spell Tour"" in 2011, performing at various venues and festivals throughout North America.",4,REFUTES,"Daughtry (band), Billy Anderson (producer), Break the Spell Tour, Red House Painters",0.25714285251122454,0.35294117647058826,0.20224719101123595,0.10650887109414958,0.14516129032258066,0.08411214953271028,0.25714285251122454,0.35294117647058826,0.20224719101123595
"[MedStar Georgetown University Hospital] It is a not-for-profit, acute care teaching and research facility located in the Georgetown neighborhood of the Northwest Quadrant of Washington, D.C. MedStar Georgetown is co-located with the Georgetown University Medical Center and is affiliated with the Georgetown University School of Medicine. [Howard University Hospital] Howard University Hospital, previously known as Freedmen's Hospital, is a major hospital lcated in Washington, D.C., built on the site of the previous Griffith Stadium. [Michael Zasloff] He is currently Scientific Director, MedStar-Georgetown Transplant Institute, Georgetown University Hospital. [Haskell Small] Haskell ""Hal"" Small, born 3 June 1948, is a composer, pianist, and music teacher in Washington, D.C.","[Howard University Hospital] Howard University Hospital is a 200-bed academic hospital in Washington, D.C., that provides medical education and training to students, residents, and fellows. [Howard University Hospital] Howard University Hospital is a 200-bed academic hospital in Washington, D.C., that provides medical education and training to students, residents, and fellows. [Haskell Small] Haskell Small (born December 27, 1960 in Washington, D.C.) is an American former professional tennis player. [Michael Zasloff] Michael Zasloff (born June 23, 1950 in Washington, D.C.) is an American scientist and former executive director of the National Cancer Institute.",4,REFUTES,"Howard University Hospital, Haskell Small, Michael Zasloff, MedStar Georgetown University Hospital",0.3464566880029761,0.4,0.3055555555555556,0.17834394423952304,0.2222222222222222,0.14893617021276595,0.3464566880029761,0.4,0.3055555555555556
"[Morgan Llywelyn] Morgan Llywelyn (born December 3, 1937) is an American-Irish historical fantasy, historical fiction, and historical non-fiction writer. [Robert Jordan] James Oliver Rigney Jr. (October 17, 1948 – September 16, 2007), better known by his pen name Robert Jordan, was an American author of epic fantasy. [Lion of Ireland] Lion of Ireland, by the American-Irish author Morgan Llywelyn, is a novel about the life of the Irish hero and High King Brian Boru. [One Power] In The Wheel of Time fantasy series by Robert Jordan, the One Power is a supernatural force which some characters can harness to perform feats of (magic).","[Lion of Ireland] Lion of Ireland is a 1935 novel by the Irish-Irish author, John Buchan. [Wheel of Time] The Wheel of Time is a high fantasy epic series of 14 novels written by American author James Mallory Owen (better known as Robert Jordan). [One Power] In the series, the One Power is a supernatural force that some characters can harness to perform feats of magic.",4,REFUTES,"Lion of Ireland, Morgan Llywelyn, Robert Jordan, One Power",0.5074626817554022,0.6296296296296297,0.425,0.29447852286499304,0.38095238095238093,0.24,0.4776119354867454,0.5925925925925926,0.4
"[Nam Woo-hyun] Nam Woo-hyun (Hangul: 남우현 ; Hanja: 南優賢 ; born February 8, 1991), commonly known by his mononym Woohyun, is a South Korean singer and actor with the boy band Infinite. [Eddie Vedder] Eddie Vedder (born Edward Louis Severson; December 23, 1964) is an American musician, singer and songwriter best known as a member of the rock band Pearl Jam, with whom he performs lead vocals and is one of three guitarists. [Write.. (EP)] Write. [Write.. (EP)] . [Write.. (EP)] is the debut extended play by South Korean singer Woohyun. [Bad Radio] The band is most notable for having featured future Pearl Jam vocalist Eddie Vedder as its lead singer from 1988–1990.","[Bad Radio] Bad Radio is an American indie rock band from San Francisco, California, formed in 1993. [Write.. (EP)] Write.. (EP) is the debut extended play by the American indie rock band Bad Radio, released in 1993 on the label, Squirrel. [Bad Radio] The band was formed in 1993 by singer-songwriter Mike Doughty and guitarist Andrew Barker. [Mike Doughty] Mike Doughty (born December 25, 1970) is an American singer-songwriter, best known as the lead singer of the band Soul Coughing. [Andrew Barker] Andrew Barker is a guitarist and producer, known for his work with the band Bad Radio.",4,REFUTES,"Nam Woo-hyun, Bad Radio, Write.. (EP), Eddie Vedder",0.41379309853412605,0.47619047619047616,0.36585365853658536,0.20212765464293808,0.2289156626506024,0.18095238095238095,0.39999999508585016,0.4603174603174603,0.35365853658536583
"[Lori Swanson] Lori Swanson (born December 16, 1966) from Eagan, Minnesota is the Attorney General of the US state of Minnesota. [Eagan, Minnesota] Eagan is a city in Dakota County, Minnesota, United States. [Minnesota Attorney General election, 2010] Incumbent Lori Swanson of the Minnesota Democratic–Farmer–Labor Party (DFL) won reelection to a second term. [G. Aaron Youngquist] He served as Minnesota Attorney General and as the Assistant U.S. Attorney General who successfully prosecuted Al Capone for federal income tax evasion.","[Aaron Youngquist] Aaron Youngquist (born May 16, 1979) is an American politician and lawyer from Minnesota. [Eagen, Minnesota] Eagen is a city in Dakota County, Minnesota, United States.",4,REFUTES,"G. Aaron Youngquist, Eagan, Minnesota, Lori Swanson, Minnesota Attorney General election, 2010",0.38636363211002067,0.6296296296296297,0.2786885245901639,0.15841583766689551,0.2962962962962963,0.10810810810810811,0.34090908665547526,0.5555555555555556,0.2459016393442623
"[Giacomo Meyerbeer] Giacomo Meyerbeer (born Jacob Liebmann Beer; 5 September 1791 – 2 May 1864) was a German opera composer of Jewish birth who has been described as perhaps the most successful stage composer of the nineteenth century. [Wolfgang Amadeus Mozart] Wolfgang Amadeus Mozart ( ; ; ] ; 27 January 1756 – 5 December 1791), baptised as Johannes Chrysostomus Wolfgangus Theophilus Mozart, was a prolific and influential composer of the Classical era. [L'esule di Granata] L'esule di Granata (""The exile of Granada"") is a ""melodramma serio"" (serious opera ) in two acts by Giacomo Meyerbeer. [Serenade No. 6 (Mozart)] The Serenade No. 6 for Orchestra in D major K. 239, ""Serenata notturna"", was written by Wolfgang Amadeus Mozart in Salzburg, in 1776.",[Mozart] Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential Austrian composer of the classical period. [L'esule di Granata] L'esule di Granata (The Granada Student) is the national anthem of Brazil.,4,REFUTES,"Giacomo Meyerbeer, L'esule di Granata, Serenade No. 6 (Mozart), Wolfgang Amadeus Mozart",0.346456688992498,0.6470588235294118,0.23655913978494625,0.22666666301866667,0.4722222222222222,0.14912280701754385,0.346456688992498,0.6470588235294118,0.23655913978494625
"[Wenling] Wenling (Wenling dialect: Uen-lin Zy ] ; ) is a coastal county-level city in the municipal region of Taizhou, in southeastern Zhejiang province, China. [Xinzheng] Xinzheng () is a small county-level city of Zhengzhou in the south of Henan province of Central China. [Jiangxia Tidal Power Station] The Jiangxia Tidal Power Station (江厦潮汐电站) is the fourth largest tidal power station in the world, located in Wuyantou, Wenling City, Zhejiang Province, China. [SIAS International University] Sias is located in the ancient city of Xinzheng, near Henan's capital, Zhengzhou.","[Jiangxia Tidal Power Station] Jiangxia Tidal Power Station is a tidal power station located in Zhejiang Province, China. [Zhejiang Province] Zhejiang (; ) is a province on the eastern coast of China. [SIAS International University] SIAS International University is located in New York City.",4,REFUTES,"Wenling, SIAS International University, Xinzheng, Jiangxia Tidal Power Station",0.4893616975101857,0.6764705882352942,0.38333333333333336,0.2689075585622485,0.4,0.20253164556962025,0.4893616975101857,0.6764705882352942,0.38333333333333336
"[Dan McCafferty] William Daniel ""Dan"" McCafferty (born 14 October 1946, Dunfermline, Scotland) is a Scottish vocalist, best known as the lead singer for the Scottish hard rock band Nazareth from its founding in 1968 to his retirement from touring with the band in 2013. [Eddie Vedder] Eddie Vedder (born Edward Louis Severson; December 23, 1964) is an American musician, singer and songwriter best known as a member of the rock band Pearl Jam, with whom he performs lead vocals and is one of three guitarists. [Rock 'n' Roll Telephone] It is their last album with original singer Dan McCafferty who left the group before its release. [Billy Rankin (guitarist)] Best known for his work with Nazareth (1980–83 & 1990–94), he also had a successful solo career, including a US hit single ""Baby Come Back"".","[Billy Rankin] Billy Rankin (born 1952 in Texas) is an American rockabilly singer, guitarist, and songwriter. [Eddie Vedder] Eddie Vedder (born Edward Louis Vedder III; December 23, 1964) is an American musician, singer-songwriter, and Earthling. [Rock 'n' Roll Telephone] Rock 'n' Roll Telephone is the fourth studio album by the Canadian rock band, The Tragically Hip, released in 1998.",4,REFUTES,"Dan McCafferty, Rock 'n' Roll Telephone, Billy Rankin (guitarist), Eddie Vedder",0.353741492200472,0.5416666666666666,0.26262626262626265,0.1729729687947408,0.2909090909090909,0.12307692307692308,0.353741492200472,0.5416666666666666,0.26262626262626265
