True Evidence,Generated Evidence,Hops,Label,Topics,ROUGE-1 F,ROUGE-1 P,ROUGE-1 R,ROUGE-2 F,ROUGE-2 P,ROUGE-2 R,ROUGE-L F,ROUGE-L P,ROUGE-L R
"[Canine follicular dysplasia] Certain breeds, such as the Mexican Hairless Dog and Chinese Crested Dog, are bred specifically for alopecia. [Mexican Hairless Dog] The Xoloitzcuintli ( ; Nahuatl pronunciation: ), or Xolo for short, is a hairless breed of dog, found in toy, miniature, and standard sizes.","[Chinese Crested Dog] The Chinese Crested Dog (also known as the Crested Chinese Dog or the Puff-Legged Dog) is a rare breed of toy dog known for its distinctive appearance, lack of fur, and crest and corkscrew tail. [Xoloitzcuintli] The Xoloitzcuintli (; from the Nahuatl languages, [ˈxoloːt͡zˈquiːntli], ""dog-wolf"") is a rare and ancient breed of dog native to Mexico, known for its distinctive appearance and unique characteristics.",2,SUPPORTS,"Canine follicular dysplasia, Mexican Hairless Dog",0.3595505567983841,0.35555555555555557,0.36363636363636365,0.1132075422570312,0.1,0.13043478260869565,0.314606736573665,0.3111111111111111,0.3181818181818182
"[SAS Technical Services] The company is owned by the SAS Group and provides technical maintenance of aircraft to airlines in and outside the SAS Group. [SAS Technical Services] It is headquartered at Arlanda outside Stockholm and has 3,600 employees. [SAS Group] Scandinavian Airlines System Aktiebolag (, Nasdaq: SAS , ), trading as SAS Group and SAS AB, is an airline holding company headquartered in the SAS Frösundavik Office Building in Solna Municipality, Sweden. [SAS Group] It also owns the aviation services companies SAS Business Opportunities, SAS Cargo Group, SAS Ground Services, and SAS Technical Services. [SAS Group] SAS Group is partially owned by the governments of Sweden, Denmark, and Norway, with a 21.4%, 14.3%, and 14.3% ownership, respectively.","[SAS Group] SAS Group (Swedish Air Transport Services, SAS) is a Swedish airline company founded in 1946 and headquartered in Solna Municipality, Stockholm, Sweden. [Arlanda, Sweden] Arlanda Airport (IATA: ARN, ICAO: ESSA) is an international airport located in the municipality of Solna, just south of Stockholm, Sweden.",2,SUPPORTS,"SAS Group, SAS Technical Services",0.3247863202337644,0.4634146341463415,0.25,0.10526315372662759,0.17777777777777778,0.07476635514018691,0.30769230313974727,0.43902439024390244,0.23684210526315788
"[Merrick Boulevard buses] The Q5 and Q85 bus routes constitute a public transit corridor running along Merrick Boulevard in Southeastern Queens, New York City, United States. [Merrick Boulevard buses] The routes run from the Jamaica Center transit hub and business district to Rosedale, with continued service to the Green Acres Mall shopping center in Nassau County. [Green Acres Mall] Green Acres Mall is an indoor shopping mall located in South Valley Stream, New York, off Sunrise Highway in Nassau County right off the border of New York City and the Incorporated Village of Valley Stream (part of the parking lot and stores on the north side of the property are in the Village, while the mall itself is in an unincorporated hamlet of the Town of Hempstead). [Green Acres Mall] The mall has a gross leasable area (GLA) of 1800000 sqft .","[Merrick Boulevard] Merrick Boulevard is a major street in Weston, Florida, running north–south through the center of the city. [Gross leasable area] Gross leasable area (GLA) is a term used in commercial real estate to describe the total rentable area of a building or complex, minus any common areas such as lobbies, hallways, elevators, and restrooms.",2,SUPPORTS,"Green Acres Mall, Merrick Boulevard buses",0.2205882307709776,0.3191489361702128,0.16853932584269662,0.04395603978263535,0.07407407407407407,0.03125,0.20588234841803643,0.2978723404255319,0.15730337078651685
"[Robert Purcell (virologist)] Robert H. Purcell (born 19 December 1935) is a virologist who, together with Stephen Feinstone and Albert Kapikian, co-identified the Hepatitis A virus (HAV) in 1973. [Hepatitis A] When symptoms occur, they typically last eight weeks and may include nausea, vomiting, diarrhea, jaundice, fever, and abdominal pain.","Robert Purcell is a British-American actor, known for his roles in the films, The Last Boy Scout (1991) and Speed 2: Cruise Control (1997). [Robert Purcell] Robert Purcell (born September 25, 1958) is a British-American actor, known for his roles in the films, The Last Boy Scout (1991) and Speed 2: Cruise Control (1997). [Symptoms of the virus] Nausea, vomiting, diarrhea, jaundice, fever, and abdominal pain are symptoms of a virus.",2,SUPPORTS,"Robert Purcell (virologist), Hepatitis A",0.37777777278765434,0.3953488372093023,0.3617021276595745,0.16494844860877897,0.16666666666666666,0.16326530612244897,0.3555555505654321,0.37209302325581395,0.3404255319148936
"[Rock (Nominees) Ltd v RCO Holdings Ltd] RCO itself was in the cleaning, catering and security porterage business. [ISS A/S] ISS services include: cleaning services, support services, property services, catering services, security services and facility management services.","[Rock Nominees Ltd] Rock Nominees Ltd is a limited liability company registered in Scotland. [ISS A/S (Integrated Service Solutions)] ISS A/S (Integrated Service Solutions) is a Danish company that provides a range of services, including cleaning, catering, and security services.",2,SUPPORTS,"Rock (Nominees) Ltd v RCO Holdings Ltd, ISS A/S",0.36666666168888895,0.34375,0.39285714285714285,0.055555550555556006,0.05555555555555555,0.05555555555555555,0.33333332835555557,0.3125,0.35714285714285715
"[Both Sides Now (Joni Mitchell album)] The album won two Grammy awards in 2001 for Best Traditional Pop Vocal Album and Best Instrumental Arrangement Accompanying Vocalist(s) for the song ""Both Sides, Now"". [Both Sides, Now] ""Both Sides, Now"" is a song by Joni Mitchell, and one of her best-known songs. [Both Sides, Now] She re-recorded the song in a lusher, orchestrated version for her 2000 album ""Both Sides Now""; this version was subsequently featured on the soundtrack to the 2003 film ""Love Actually"" and was performed by Sara Bareilles during the 89th Academy Awards' ""In Memoriam"" homage.","[Love Actually] Love Actually (2003) is a romantic comedy film directed by Richard Curtis. [Joni Mitchell] Joni Mitchell (born Roberta Joan Anderson; November 7, 1943) is a Canadian singer-songwriter and musician. [Album named after the Joni Mitchell song] The album, named after the Joni Mitchell song, is a 2006 album by the American singer-songwriter, actress, and model, Carly Simon.",2,SUPPORTS,"Both Sides, Now, Both Sides Now (Joni Mitchell album)",0.17543859171283485,0.2222222222222222,0.14492753623188406,0.014084502439001702,0.0196078431372549,0.01098901098901099,0.15789473206371207,0.2,0.13043478260869565
"[Texas A&amp;M Aggies football] The Texas A&M Aggies football program represents Texas A&M University in the sport of American football. [Texas A&amp;M Aggies football] Kevin Sumlin is currently the team's head coach. [Kevin Sumlin] Previously, Sumlin was the head football coach at the University of Houston from 2007 to 2011.","[Kevin Sumlin] Kevin Sumlin (born October 24, 1964) is an American football coach who is the current head coach of the Texas A&M Aggies football team. [University of Houston] The University of Houston (UH or U of H) is a public research university located in Houston, Texas.",2,SUPPORTS,"Kevin Sumlin, Texas A&amp;M Aggies football",0.5070422485459235,0.47368421052631576,0.5454545454545454,0.2197802147808237,0.21739130434782608,0.2222222222222222,0.36619717812338826,0.34210526315789475,0.3939393939393939
"[The Daily Howler] The Daily Howler is an American political blog written by Bob Somerby. [The Daily Howler] Despite being left of center in his politics, Somerby mainly critiques liberals in the U.S. mainstream media who he feels do poor journalism, such as Rachel Maddow and Keith Olbermann, both of MSNBC. [Rachel Maddow] Rachel Anne Maddow ( , ; born April 1, 1973) is an American television host, political commentator, and author.","[Ann Coulter] Ann Coulter (born December 10, 1961) is an American conservative author, syndicated columnist, and political commentator. [Anne Miller] Anne Miller (born 1955) is an American journalist and television personality, best known for her work on MSNBC.",2,SUPPORTS,"Rachel Maddow, The Daily Howler",0.17391303887759937,0.24242424242424243,0.13559322033898305,0.03883494696955467,0.05714285714285714,0.029411764705882353,0.15217390844281678,0.21212121212121213,0.11864406779661017
"[Madonna (entertainer)] Madonna Louise Ciccone ( ; born August 16, 1958) is an American singer, songwriter, actress, and businesswoman. [William Friedkin] William Friedkin (born August 29, 1935) is an American film director, producer and screenwriter best known for directing ""The French Connection"" in 1971 and ""The Exorcist"" in 1973; for the former, he won the Academy Award for Best Director.","[Madonna] Madonna Louise Ciccone (born August 16, 1958) is an American singer-songwriter, actress, and businesswoman. [William Friedkin] William Peter Friedkin (born March 29, 1935) is an American film director, producer, and screenwriter.",2,SUPPORTS,"William Friedkin, Madonna (entertainer)",0.5789473638400278,0.8148148148148148,0.4489795918367347,0.4418604606462953,0.6551724137931034,0.3333333333333333,0.5789473638400278,0.8148148148148148,0.4489795918367347
"[Shenandoah Valley Regional Airport] Shenandoah Valley Regional Airport (IATA: SHD, ICAO: KSHD, FAA LID: SHD) is a public airport located 10 nautical miles (12 mi, 19 km) northeast of the central business district of Staunton, a city in Augusta County, Virginia, United States. [Santa Barbara Municipal Airport] Santa Barbara Municipal Airport (IATA: SBA, ICAO: KSBA, FAA LID: SBA) is a public airport 7 mi west of downtown Santa Barbara, California, United States.","[Shenandoah Valley Regional Airport] Shenandoah Valley Regional Airport (IATA: HDY, ICAO: KSDT, FAA LID: SDT) is a public airport located three nautical miles (5.6 km) northwest of the central business district of Harrisonburg, in Rockingham County, Virginia, United States. [Santa Barbara Municipal Airport] Santa Barbara Municipal Airport (IATA: SBM, ICAO: KSBM, FAA LID: SBM) is a public airport located three nautical miles (5.6 km) northwest of the central business district of Santa Barbara, in Santa Barbara County, California, United States.",2,SUPPORTS,"Shenandoah Valley Regional Airport, Santa Barbara Municipal Airport",0.6938775460391503,0.7391304347826086,0.6538461538461539,0.49586776360357904,0.5172413793103449,0.47619047619047616,0.6938775460391503,0.7391304347826086,0.6538461538461539
"[Fucking Hell] Fucking Hell is a German Pilsner or pale lager with an alcohol content of 4.9%. [Fucking Hell] The beer's name was initially controversial. [Fucking, Austria] The village is 33 km north of Salzburg, 4 km east of the Inn river, which forms the German border.","[Pilsner Urquell] Pilsner Urquell is a pale lager brewed by Plzeňský Prazdroj (Pilsner Brewery) in Pilsen, Czech Republic. [Salzburg] Salzburg is a city with a population of around 150,000 in the German-speaking country of Austria.",2,SUPPORTS,"Fucking Hell, Fucking, Austria",0.23529411271626308,0.26666666666666666,0.21052631578947367,0.0506329065278005,0.06060606060606061,0.043478260869565216,0.20588234801038074,0.23333333333333334,0.18421052631578946
"[Guitar World] Guitar World is a monthly music magazine devoted to guitarists, published since July 1980. [Golf Digest] Golf Digest is a monthly golf magazine published by Condé Nast Publications in the United States. [Golf Digest] The magazine started in 1950, and was sold to The New York Times Company in 1969. [Golf Digest] The headquarters of ""Golf Digest"" is in Des Moines, Iowa.",[Golf Digest] Golf Digest is a monthly magazine that has been around since 1950. [Guitar World] Guitar World is a monthly magazine that has been around since 1980.,2,SUPPORTS,"Golf Digest, Guitar World",0.42424242014233254,0.7368421052631579,0.2978723404255319,0.25974025602293815,0.5263157894736842,0.1724137931034483,0.42424242014233254,0.7368421052631579,0.2978723404255319
"[Gordonia (plant)] Gordonia is a genus of flowering plants in the family Theaceae, related to ""Franklinia"", ""Camellia"" and ""Stewartia"". [Osbeckia] Osbeckia is a genus of plants in the family Melastomataceae.",1. [Gordonia] Gordonia is a genus of flowering plants in the family Cypress–Magnoliaceae. 2. [Osbeckia] Osbeckia is a genus of flowering plants in the family Sapindaceae.,2,SUPPORTS,"Osbeckia, Gordonia (plant)",0.6153846104667982,0.7058823529411765,0.5454545454545454,0.5499999951125002,0.6470588235294118,0.4782608695652174,0.6153846104667982,0.7058823529411765,0.5454545454545454
"[Jean-Sébastien Bérubé] Jean-Sébastien Bérubé (born July 20, 1990) is a Canadian professional ice hockey player who is currently playing for the Albany Devils in the American Hockey League (AHL). [Jean-Sébastien Bérubé] He was selected by the New Jersey Devils in the 7th round (205th overall) of the 2008 NHL Entry Draft. [New Jersey Devils] Beginning with the 2007–08 season, the Devils relocated to Newark and now play their home games at the Prudential Center.","[Petr Bondra] Petr Bondra (born March 2, 1982 in Pardubice, Czech Republic) is a Canadian professional ice hockey defenceman who currently plays for HC Lev Prague in the Czech Extraliga. [New Jersey Devils] The New Jersey Devils are a professional ice hockey team based in Newark, New Jersey. They are members of the National Hockey League (NHL).",2,SUPPORTS,"Jean-Sébastien Bérubé, New Jersey Devils",0.38095237605442184,0.4444444444444444,0.3333333333333333,0.19512194631502425,0.22641509433962265,0.17142857142857143,0.38095237605442184,0.4444444444444444,0.3333333333333333
[Collins and Maconie's Hit Parade] There were 74 hour-long episodes and it was broadcast on BBC Radio 1. [Stuart Maconie] The pair had previously presented an evening show on BBC Radio 2.,"[Andrew Collins] Andrew Collins (born 1963) is a British television producer and presenter. [Stuart Maconie] Stuart Maconie (born 27 May 1962) is a British broadcaster, journalist, author, and television and radio presenter. [Collins and Maconie's Hit Parade] Collins and Maconie's Hit Parade is a British television series that aired on BBC Two from 1995 to 1997.",2,SUPPORTS,"Collins and Maconie's Hit Parade, Stuart Maconie",0.26865671155268445,0.23076923076923078,0.32142857142857145,0.15584415114859182,0.125,0.20689655172413793,0.26865671155268445,0.23076923076923078,0.32142857142857145
"[Jack Reacher (film)] Jack Reacher (formerly called One Shot, or alternatively known as Jack Reacher: One Shot) is a 2012 American action thriller film written and directed by Christopher McQuarrie, based on Lee Child's 2005 novel ""One Shot"". [Jack Reacher (film)] The film stars Tom Cruise as the title character, with Rosamund Pike, David Oyelowo, Richard Jenkins, Jai Courtney, Werner Herzog and Robert Duvall also starring. [Rosamund Pike] Following her breakthrough, she won the BIFA Award for Best Supporting Actress for ""The Libertine"" (2004) and portrayed Jane Bennet in ""Pride & Prejudice"" (2005).","[Keira Knightley] Keira Knightley (born 1985) is an English actress. [Pride & Prejudice (1995 film)] The 1995 film ""Pride & Prejudice"" is a romantic drama film based on the 1813 novel of the same name by Jane Austen. [One Shot (film)] One Shot is a 2006 American action thriller film directed by Christopher McQuarrie and starring Tom Cruise, Mark Strong, and Bryce Dallas Howard.",2,SUPPORTS,"Rosamund Pike, Jack Reacher (film)",0.3407407359407407,0.42592592592592593,0.2839506172839506,0.11842104780124675,0.14516129032258066,0.1,0.31111110631111116,0.3888888888888889,0.25925925925925924
"[Alan Campbell (actor)] Bruce Alan Campbell (born April 22, 1957), credited professionally as Alan Campbell, is an American television, film and stage actor who is best known for his roles as Derek Mitchell in the 1987–1992 CBS series ""Jake and the Fatman"" and as E.Z. Taylor on the short-lived 1984–1985 ""Three's Company"" spin-off ""Three's a Crowd"". [Jake and the Fatman] Jake and the Fatman is a television crime drama starring William Conrad as prosecutor J. L. (Jason Lochinvar) ""Fatman"" McCabe and Joe Penny as investigator Jake Styles.","[Joe Penny] Joe Penny (born June 25, 1956) is a Canadian actor, best known for his role as Jake Styles on the CBS television network. [Jake Styles] Jake Styles is a fictional character played by Joe Penny in the television series ""Riptide"".",2,SUPPORTS,"Alan Campbell (actor), Jake and the Fatman",0.3725490151633987,0.5588235294117647,0.27941176470588236,0.13008129654306314,0.21052631578947367,0.09411764705882353,0.3725490151633987,0.5588235294117647,0.27941176470588236
"[1999–2000 Parma A.C. season] In the summer following the end of the season, star striker Hernán Crespo ran out of patience, and signed with champions Lazio for a then-world record transfer fee, in a deal that saw Matías Almeyda and Sérgio Conçeicão join Parma. [Matías Almeyda] Matías Jesús Almeyda (] ; born 21 December 1973) is an Argentine retired footballer who played as a defensive midfielder, and the current manager of Mexican club C.D. Guadalajara.",[Matías Almeyda] Matías Jesús Almeyda (born 24 August 1973) is an Argentine former professional footballer and current manager of C.D. Guadalajara. [Sérgio Conçeicão] Sérgio Roberto Conçeicão (born 25 June 1971) is a Brazilian former professional footballer who played as a central defender.,2,SUPPORTS,"1999–2000 Parma A.C. season, Matías Almeyda",0.4554455399117734,0.6216216216216216,0.359375,0.25862068513674197,0.375,0.19736842105263158,0.4554455399117734,0.6216216216216216,0.359375
"[Eastern Market, Detroit] Eastern Market is a historic commercial district in Detroit, Michigan. [Michigan] Michigan ( ) is a state in the Great Lakes and Midwestern regions of the United States.","Eastern Market is a historic public market located in Detroit, Michigan. [Great Lakes] The Great Lakes are a series of five interconnected freshwater lakes in North America, consisting of Lake Superior, Lake Michigan, Lake Huron, Lake Erie, and Lake Ontario.",2,SUPPORTS,"Eastern Market, Detroit, Michigan",0.40677965608733124,0.36363636363636365,0.46153846153846156,0.20588234804930808,0.1794871794871795,0.2413793103448276,0.3728813510025855,0.3333333333333333,0.4230769230769231
"[The Tree of Life (film)] The Tree of Life is a 2011 American experimental epic drama film written and directed by Terrence Malick and featuring a cast of Brad Pitt, Sean Penn, Hunter McCracken, Laramie Eppler, Jessica Chastain, and Tye Sheridan in his debut feature film role. [Terrence Malick] Terrence Frederick Malick ( ; born November 30, 1943) is an American film director, screenwriter and producer.","[Brad Pitt] Brad Pitt (born December 18, 1963) is an American actor and producer. [The Tree of Life (film)] The Tree of Life is a 2011 American experimental drama film written and directed by Terrence Malick.",2,SUPPORTS,"The Tree of Life (film), Terrence Malick",0.5365853612135634,0.7333333333333333,0.4230769230769231,0.4374999954882812,0.6363636363636364,0.3333333333333333,0.5121951173111243,0.7,0.40384615384615385
"[Hunter Mountain Fire Tower] The Hunter Mountain Fire Tower is located on the summit of the eponymous mountain, second highest of the Catskill Mountains in the U.S. state of New York. [Catskill Mountains] The Catskill Mountains, also known as the Catskills, are a large area in the southeastern portion of the U.S. state of New York.","Hunter Mountain is the highest peak in the Catskill Mountains, located in the southeastern part of New York, United States. [Hunter Mountain] Hunter Mountain is a mountain in the Catskill Mountains of New York, United States. It is the highest peak in the Catskills, with an elevation of 3,200 feet (970 m) above sea level.",2,SUPPORTS,"Hunter Mountain Fire Tower, Catskill Mountains",0.44444443945987655,0.47058823529411764,0.42105263157894735,0.18390804100938052,0.2,0.1702127659574468,0.388888883904321,0.4117647058823529,0.3684210526315789
"[Manru] Manru is an opera (lyrical drama) in three acts, music by Ignacy Jan Paderewski composed to the libretto by Alfred Nossig (English translation by Henry Edward Krehbiel), based on the novel ""A Hut Behind the Village"" (1843) by Józef Ignacy Kraszewski. [Ignacy Jan Paderewski] Ignacy Jan Paderewski, GBE (] ; 18 November [O.S. 6 November] 1860  – 29 June 1941) was a Polish pianist and composer, politician and spokesman for Polish independence.","[Manru] Manru is a 1934 Polish drama film directed by Henryk Bromek and written by Władysław Szlender. [Józef Piłsudski] Józef Antoni Klemenski (1878 – 1935), known as Józef Piłsudski, was a Polish politician and statesman who played a key role in the re-establishment of the independent Republic of Poland in 1918, after 123 years of foreign rule.",2,SUPPORTS,"Ignacy Jan Paderewski, Manru, O.S. 6 November",0.23636363146942158,0.2765957446808511,0.20634920634920634,0.07812499507812533,0.08928571428571429,0.06944444444444445,0.2181818132876034,0.2553191489361702,0.19047619047619047
